Player,club_name,Nation,Pos,Age,MP,Gls,Ast
Jayden Braaf,Hellas Verona,NED,MF,20.0,1,0,0
Bruno Amione,Hellas Verona,ARG,DF,21.0,1,0,0
Juan Cabal,Hellas Verona,COL,DF,22.0,3,0,0
Antonín Barák,Hellas Verona,CZE,MF,28.0,1,0,0
Adolfo Gaich,Hellas Verona,ARG,FW,23.0,1,0,0
Oliver Abildgaard,Hellas Verona,DEN,MF,26.0,1,0,0
Alessandro Cortinovis,Hellas Verona,ITA,MF,22.0,1,0,0
Alessandro Berardi,Hellas Verona,ITA,GK,32.0,0,0,0
Davide Bragantini,Hellas Verona,ITA,FW,19.0,0,0,0
Mattia Chiesa,Hellas Verona,ITA,GK,22.0,0,0,0
Joselito,Hellas Verona,ESP,MF,18.0,0,0,0
Simone Perilli,Hellas Verona,ITA,GK,28.0,0,0,0
Mateusz Praszelik,Hellas Verona,POL,MF,22.0,0,0,0
Deyovaisio Zeefuik,Hellas Verona,NED,DF,24.0,0,0,0
Emil Audero,Sampdoria,ITA,GK,26.0,21,0,0
Tommaso Augello,Sampdoria,ITA,DF,28.0,20,1,2
Filip Đuričić,Sampdoria,SRB,"MF,FW",31.0,20,2,0
Mehdi Léris,Sampdoria,ALG,"MF,DF",24.0,19,0,1
Tomás Rincón,Sampdoria,VEN,MF,35.0,18,0,2
Omar Colley,Sampdoria,GAM,DF,30.0,16,1,0
Bartosz Bereszyński,Sampdoria,POL,DF,30.0,15,0,0
Francesco Caputo,Sampdoria,ITA,FW,35.0,15,1,0
Manolo Gabbiadini,Sampdoria,ITA,"FW,MF",31.0,19,4,1
Abdelhamid Sabiri,Sampdoria,MAR,"MF,FW",26.0,13,1,0
Alex Ferrari,Sampdoria,ITA,DF,28.0,12,0,0
Bruno Amione,Sampdoria,ARG,DF,21.0,10,0,1
Ronaldo Vieira,Sampdoria,GNB,MF,24.0,16,0,0
Gonzalo Villar,Sampdoria,ESP,MF,24.0,15,0,0
Jeison Murillo,Sampdoria,COL,DF,30.0,11,0,0
Valerio Verre,Sampdoria,ITA,MF,29.0,18,0,0
Bram Nuytinck,Sampdoria,NED,DF,32.0,6,0,0
Sam Lammers,Sampdoria,NED,FW,25.0,6,0,1
Nicola Murru,Sampdoria,ITA,DF,28.0,9,0,0
Harry Winks,Sampdoria,ENG,MF,27.0,4,0,0
Daniele Montevago,Sampdoria,ITA,FW,19.0,6,0,0
Fabio Quagliarella,Sampdoria,ITA,FW,40.0,15,0,0
Gerard Yepes,Sampdoria,ESP,MF,20.0,5,0,0
Ignacio Pussetto,Sampdoria,ARG,"MF,DF",27.0,5,0,0
Fabio Depaoli,Sampdoria,ITA,"DF,MF",25.0,3,0,0
Mickaël Cuisance,Sampdoria,FRA,MF,23.0,1,0,0
Alessandro Zanoli,Sampdoria,ITA,"DF,MF",22.0,5,0,0
Flavio Paoletti,Sampdoria,ITA,MF,20.0,4,0,0
Manuel De Luca,Sampdoria,ITA,FW,24.0,1,0,0
Andrea Conti,Sampdoria,ITA,DF,28.0,1,0,0
Lorenzo Malagrida,Sampdoria,ITA,MF,19.0,1,0,0
Nikita Contini Baranovsky,Sampdoria,ITA,GK,26.0,0,0,0
Emirhan İlkhan,Sampdoria,TUR,MF,18.0,0,0,0
Maxime Leverbe,Sampdoria,FRA,DF,25.0,0,0,0
Nicola Ravaglia,Sampdoria,ITA,GK,34.0,0,0,0
Telasco Segovia,Sampdoria,VEN,MF,19.0,0,0,0
Elia Tantalocchi,Sampdoria,ITA,GK,18.0,0,0,0
Simone Trimboli,Sampdoria,ITA,MF,20.0,0,0,0
Martin Turk,Sampdoria,SVN,GK,19.0,0,0,0
Lorenzo Villa,Sampdoria,ITA,DF,19.0,0,0,0
Emanuele Valeri,Cremonese,ITA,"DF,FW",24.0,20,1,1
David Okereke,Cremonese,NGA,"FW,MF",25.0,20,5,0
Charles Pickel,Cremonese,SUI,MF,25.0,19,1,0
Leonardo Sernicola,Cremonese,ITA,DF,25.0,17,1,1
Cyriel Dessers,Cremonese,NGA,FW,28.0,18,3,0
Soualiho Meïté,Cremonese,FRA,MF,28.0,15,0,1
Luka Lochoshvili,Cremonese,GEO,DF,24.0,14,0,1
Matteo Bianchetti,Cremonese,ITA,DF,29.0,15,1,0
Marco Carnesecchi,Cremonese,ITA,GK,22.0,12,0,0
Emanuel Aiwum,Cremonese,AUT,DF,22.0,15,0,0
Ionuț Radu,Cremonese,ROU,GK,25.0,9,0,0
Luca Zanimacchia,Cremonese,ITA,"MF,FW",24.0,15,0,0
Vlad Chiricheș,Cremonese,ROU,DF,33.0,8,0,0
Santiago Ascacíbar,Cremonese,ARG,MF,25.0,13,0,0
Michele Castagnetti,Cremonese,ITA,MF,33.0,14,0,0
Gonzalo Escalante,Cremonese,ARG,MF,29.0,9,0,1
Johan Vásquez,Cremonese,MEX,DF,24.0,10,0,0
Paolo Ghiglione,Cremonese,ITA,DF,26.0,6,0,1
Daniel Ciofani,Cremonese,ITA,FW,37.0,18,3,0
Alex Ferrari,Cremonese,ITA,DF,28.0,5,0,0
Giacomo Quagliata,Cremonese,ITA,DF,22.0,13,0,0
Cristian Buonaiuto,Cremonese,ITA,"MF,FW",30.0,16,0,0
Felix Afena-Gyan,Cremonese,GHA,"FW,MF",20.0,12,0,0
Jack Hendry,Cremonese,SCO,DF,27.0,4,0,0
Frank Tsadjout,Cremonese,ITA,"FW,MF",23.0,7,0,1
Marco Benassi,Cremonese,ITA,MF,28.0,3,0,0
Jaime Báez,Cremonese,URU,DF,27.0,2,0,0
Pablo Galdames Millán,Cremonese,CHI,DF,26.0,1,0,0
Samuel Di Carmine,Cremonese,ITA,"FW,MF",34.0,2,0,0
Tommaso Milanese,Cremonese,ITA,MF,20.0,2,0,0
Christian Acella,Cremonese,ITA,MF,20.0,0,0,0
Dorian Ciężkowski,Cremonese,POL,GK,21.0,0,0,0
Maissa Ndiaye,Cremonese,SEN,DF,21.0,0,0,0
Luca Ravanelli,Cremonese,ITA,DF,26.0,0,0,0
Gianluca Saro,Cremonese,ITA,GK,22.0,0,0,0
Mouhamadou Sarr,Cremonese,SEN,GK,26.0,0,0,0
Marc-André ter Stegen,Barcelona,GER,GK,30.0,20,0,0
Pedri,Barcelona,ESP,"MF,FW",20.0,20,5,0
Robert Lewandowski,Barcelona,POL,FW,34.0,17,14,4
Sergio Busquets,Barcelona,ESP,MF,34.0,18,0,1
Gavi,Barcelona,ESP,"MF,FW",18.0,20,1,2
Alejandro Balde,Barcelona,ESP,DF,19.0,18,0,4
Frenkie de Jong,Barcelona,NED,MF,25.0,18,2,1
Ousmane Dembélé,Barcelona,FRA,FW,25.0,18,5,5
Jules Koundé,Barcelona,FRA,DF,24.0,13,0,2
Raphinha,Barcelona,BRA,FW,26.0,19,4,4
Ronald Araújo,Barcelona,URU,DF,23.0,10,0,1
Jordi Alba,Barcelona,ESP,DF,33.0,14,1,3
Eric García,Barcelona,ESP,DF,22.0,11,1,0
Andreas Christensen,Barcelona,DEN,DF,26.0,10,0,1
Ansu Fati,Barcelona,ESP,FW,20.0,20,3,3
Ferrán Torres,Barcelona,ESP,FW,22.0,17,2,0
Marcos Alonso,Barcelona,ESP,DF,32.0,12,1,0
Sergi Roberto,Barcelona,ESP,DF,31.0,12,2,0
Gerard Piqué,Barcelona,ESP,DF,36.0,6,0,0
Franck Kessié,Barcelona,CIV,MF,26.0,12,0,1
Memphis,Barcelona,NED,FW,28.0,2,1,0
Héctor Bellerín,Barcelona,ESP,DF,27.0,3,0,0
Pablo Torre,Barcelona,ESP,FW,19.0,1,0,0
Pierre-Emerick Aubameyang,Barcelona,GAB,FW,33.0,1,0,0
Chadi Riad,Barcelona,ESP,MF,19.0,1,0,0
Arnau Tenas,Barcelona,ESP,GK,21.0,0,0,0
Ángel Alarcón,Barcelona,ESP,FW,18.0,0,0,0
Ander Astralaga,Barcelona,ESP,GK,18.0,0,0,0
Marc Casado,Barcelona,ESP,MF,19.0,0,0,0
Iñaki Peña,Barcelona,ESP,GK,23.0,0,0,0
Miralem Pjanić,Barcelona,BIH,MF,32.0,0,0,0
Vinicius Júnior,Real Madrid,BRA,FW,22.0,20,7,3
Federico Valverde,Real Madrid,URU,"FW,MF",24.0,20,6,2
David Alaba,Real Madrid,AUT,DF,30.0,17,1,3
Thibaut Courtois,Real Madrid,BEL,GK,30.0,15,0,0
Toni Kroos,Real Madrid,GER,MF,33.0,17,2,2
Éder Militão,Real Madrid,BRA,DF,25.0,16,3,0
Ferland Mendy,Real Madrid,FRA,DF,27.0,14,0,1
Antonio Rüdiger,Real Madrid,GER,DF,29.0,18,1,0
Luka Modrić,Real Madrid,CRO,MF,37.0,19,3,2
Aurélien Tchouaméni,Real Madrid,FRA,MF,23.0,16,0,2
Rodrygo,Real Madrid,BRA,FW,22.0,18,4,5
Dani Carvajal,Real Madrid,ESP,DF,31.0,15,0,1
Karim Benzema,Real Madrid,FRA,FW,35.0,12,9,3
Eduardo Camavinga,Real Madrid,FRA,"MF,DF",20.0,20,0,1
Dani Ceballos,Real Madrid,ESP,MF,26.0,13,0,1
Nacho,Real Madrid,ESP,DF,33.0,11,0,0
Marco Asensio,Real Madrid,ESP,"FW,MF",27.0,15,2,3
Andriy Lunin,Real Madrid,UKR,GK,23.0,5,0,0
Lucas Vázquez,Real Madrid,ESP,DF,31.0,10,2,0
Eden Hazard,Real Madrid,BEL,FW,32.0,3,0,0
Mariano,Real Madrid,DOM,FW,29.0,5,0,0
Casemiro,Real Madrid,BRA,MF,30.0,1,0,0
Lucas Cañizars,Real Madrid,ESP,GK,20.0,0,0,0
Luis López,Real Madrid,ESP,GK,21.0,0,0,0
Mario Martín,Real Madrid,ESP,MF,18.0,0,0,0
Álvaro Muñoz,Real Madrid,URU,FW,18.0,0,0,0
Álvaro Odriozola,Real Madrid,ESP,DF,27.0,0,0,0
Diego Piñeiro,Real Madrid,ESP,GK,18.0,0,0,0
Jesús Vallejo,Real Madrid,ESP,DF,26.0,0,0,0
Álex Remiro,Real Sociedad,ESP,GK,27.0,20,0,0
Martín Zubimendi,Real Sociedad,ESP,MF,24.0,19,1,2
Brais Méndez,Real Sociedad,ESP,MF,26.0,19,7,3
Alexander Sørloth,Real Sociedad,NOR,FW,27.0,16,8,1
Robin Le Normand,Real Sociedad,FRA,DF,26.0,17,0,0
Mikel Merino,Real Sociedad,ESP,MF,26.0,16,1,7
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",21.0,17,3,2
David Silva,Real Sociedad,ESP,MF,37.0,16,1,2
Igor Zubeldia,Real Sociedad,ESP,DF,25.0,16,1,1
Aritz Elustondo,Real Sociedad,ESP,DF,28.0,16,0,1
Diego Rico,Real Sociedad,ESP,DF,29.0,13,0,0
Aihen Muñoz,Real Sociedad,ESP,DF,25.0,11,0,0
Andoni Gorosabel,Real Sociedad,ESP,DF,26.0,13,0,0
Jon Pacheco,Real Sociedad,ESP,DF,22.0,9,0,0
Asier Illarramendi,Real Sociedad,ESP,MF,32.0,12,1,0
Carlos Fernández,Real Sociedad,ESP,FW,26.0,10,0,0
Pablo Marín,Real Sociedad,ESP,"MF,FW",19.0,7,0,0
Mohamed Ali Cho,Real Sociedad,FRA,FW,19.0,8,0,2
Alex Sola,Real Sociedad,ESP,DF,23.0,5,0,0
Ander Barrenetxea,Real Sociedad,ESP,"FW,DF",21.0,7,1,0
Alexander Isak,Real Sociedad,SWE,FW,23.0,2,1,0
Roberto Navarro,Real Sociedad,ESP,"MF,FW",20.0,14,0,0
Mikel Oyarzabal,Real Sociedad,ESP,"FW,MF",25.0,6,1,0
Ander Guevara,Real Sociedad,ESP,MF,25.0,5,0,0
Beñat Turrientes,Real Sociedad,ESP,"MF,FW",21.0,6,0,0
Umar Sadiq,Real Sociedad,NGA,FW,26.0,2,1,0
Jon Karrikaburu,Real Sociedad,ESP,FW,20.0,6,0,0
Jon Magunacelaya,Real Sociedad,ESP,"MF,FW",22.0,2,0,0
Olasagasti,Real Sociedad,ESP,"MF,DF",22.0,3,0,0
Ander Martin,Real Sociedad,ESP,"MF,FW",22.0,3,0,0
Egoitz Arana,Real Sociedad,ESP,GK,20.0,0,0,0
Jonathan Gomez,Real Sociedad,USA,DF,19.0,0,0,0
Urko González,Real Sociedad,ESP,DF,21.0,0,0,0
Unai Marrero,Real Sociedad,ESP,GK,21.0,0,0,0
Andoni Zubiaurre,Real Sociedad,ESP,GK,26.0,0,0,0
Reinildo Mandava,Atlético Madrid,MOZ,DF,29.0,19,0,0
Jan Oblak,Atlético Madrid,SVN,GK,30.0,18,0,0
Nahuel Molina,Atlético Madrid,ARG,DF,24.0,16,0,1
Álvaro Morata,Atlético Madrid,ESP,FW,30.0,20,7,1
Axel Witsel,Atlético Madrid,BEL,"DF,MF",34.0,17,0,0
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",31.0,20,6,6
Stefan Savić,Atlético Madrid,MNE,DF,32.0,13,0,0
Koke,Atlético Madrid,ESP,MF,31.0,16,0,2
Marcos Llorente,Atlético Madrid,ESP,"MF,DF",28.0,13,1,0
José María Giménez,Atlético Madrid,URU,DF,28.0,12,0,0
Rodrigo De Paul,Atlético Madrid,ARG,MF,28.0,15,1,2
Yannick Carrasco,Atlético Madrid,BEL,"DF,MF",29.0,18,1,0
Geoffrey Kondogbia,Atlético Madrid,CTA,MF,29.0,16,0,2
Thomas Lemar,Atlético Madrid,FRA,MF,27.0,15,0,2
Ángel Correa,Atlético Madrid,ARG,"MF,FW",27.0,19,5,0
João Félix,Atlético Madrid,POR,"FW,MF",23.0,14,4,3
Saúl Ñíguez,Atlético Madrid,ESP,"MF,DF",28.0,16,1,1
Mario Hermoso,Atlético Madrid,ESP,DF,27.0,8,2,0
Pablo Barrios,Atlético Madrid,ESP,MF,19.0,5,0,0
Matheus Cunha,Atlético Madrid,BRA,"FW,MF",23.0,11,0,2
Ivo Grbić,Atlético Madrid,CRO,GK,27.0,4,0,0
Felipe,Atlético Madrid,BRA,DF,33.0,3,0,0
Sergio Reguilón,Atlético Madrid,ESP,DF,26.0,4,0,0
Memphis,Atlético Madrid,NED,FW,28.0,2,0,0
Adrián Corral,Atlético Madrid,ESP,DF,20.0,0,0,0
Sergio Diez Roldan,Atlético Madrid,ESP,DF,19.0,0,0,0
Matt Doherty,Atlético Madrid,IRL,"DF,MF",31.0,0,0,0
Aitor Gismera,Atlético Madrid,ESP,MF,18.0,0,0,0
Antonio Gomis,Atlético Madrid,ESP,GK,19.0,0,0,0
Alejandro Iturbe,Atlético Madrid,ESP,GK,19.0,0,0,0
Renan Lodi,Atlético Madrid,BRA,DF,24.0,0,0,0
Carlos Martín,Atlético Madrid,ESP,FW,20.0,0,0,0
Sergio Mestre,Atlético Madrid,ESP,GK,17.0,0,0,0
Alberto Moreno,Atlético Madrid,ESP,MF,20.0,0,0,0
Marco Moreno,Atlético Madrid,ESP,DF,21.0,0,0,0
Iván Balliu,Rayo Vallecano,ALB,DF,31.0,20,0,0
Francisco Garcia,Rayo Vallecano,ESP,DF,23.0,20,0,2
Catena,Rayo Vallecano,ESP,DF,28.0,19,1,1
Stole Dimitrievski,Rayo Vallecano,MKD,GK,29.0,19,0,0
Isaac Palazón Camacho,Rayo Vallecano,ESP,"FW,MF",28.0,19,5,4
Florian Lejeune,Rayo Vallecano,FRA,DF,31.0,18,3,0
Álvaro García,Rayo Vallecano,ESP,"FW,MF",30.0,18,4,2
Sergio Camello,Rayo Vallecano,ESP,FW,21.0,20,5,3
Óscar Trejo,Rayo Vallecano,ARG,"MF,FW",34.0,18,2,3
Óscar Valentín,Rayo Vallecano,ESP,MF,28.0,17,0,0
Santi Comesaña,Rayo Vallecano,ESP,MF,26.0,18,1,0
Pathé Ciss,Rayo Vallecano,SEN,"MF,DF",28.0,18,1,0
Unai López,Rayo Vallecano,ESP,MF,27.0,19,1,2
Radamel Falcao,Rayo Vallecano,COL,"FW,MF",36.0,17,2,0
Salvi,Rayo Vallecano,ESP,"FW,MF",31.0,12,0,0
Abdul Mumin,Rayo Vallecano,GHA,DF,24.0,4,0,0
Andrés Martín,Rayo Vallecano,ESP,FW,23.0,4,0,0
Diego López,Rayo Vallecano,ESP,GK,41.0,1,0,0
José Pozo,Rayo Vallecano,ESP,MF,26.0,6,0,0
Randy Ntekja,Rayo Vallecano,FRA,"FW,MF",25.0,10,0,0
Pep Chavarría,Rayo Vallecano,ESP,"FW,DF",24.0,7,0,0
Bebé,Rayo Vallecano,CPV,FW,32.0,4,0,0
Raúl de Tomás,Rayo Vallecano,ESP,FW,28.0,2,0,0
Pablo Muñoz,Rayo Vallecano,ESP,MF,19.0,2,0,0
Mario Suárez,Rayo Vallecano,ESP,"DF,MF",35.0,1,0,0
Mario Hernández,Rayo Vallecano,ESP,FW,24.0,1,0,0
Diego Méndez,Rayo Vallecano,ESP,MF,19.0,1,0,0
Esteban Saveljich,Rayo Vallecano,MNE,FW,31.0,1,0,0
Morro,Rayo Vallecano,ESP,GK,22.0,0,0,0
Daniel Parejo,Villarreal,ESP,MF,33.0,20,1,3
Pau Torres,Villarreal,ESP,DF,26.0,17,0,0
Raúl Albiol,Villarreal,ESP,DF,37.0,17,0,0
Gerónimo Rulli,Villarreal,ARG,GK,30.0,14,0,0
Étienne Capoue,Villarreal,FRA,MF,34.0,15,0,0
Yeremi Pino,Villarreal,ESP,"MF,FW",20.0,19,2,1
Samuel Chukwueze,Villarreal,NGA,"FW,MF",23.0,19,1,2
Gerard Moreno,Villarreal,ESP,FW,30.0,12,5,2
Alex Baena,Villarreal,ESP,"MF,FW",21.0,18,4,1
Kiko Femenía,Villarreal,ESP,DF,32.0,14,0,0
Alfonso Pedraza,Villarreal,ESP,DF,26.0,12,0,1
Nicolas Jackson,Villarreal,SEN,FW,21.0,14,2,2
Francis Coquelin,Villarreal,FRA,MF,31.0,15,1,0
Giovani Lo Celso,Villarreal,ARG,"MF,FW",26.0,8,1,0
Juan Foyth,Villarreal,ARG,DF,25.0,9,1,0
Alberto Moreno,Villarreal,ESP,"DF,FW",30.0,10,0,0
Arnaut Danjuma,Villarreal,NED,FW,26.0,10,2,0
Pepe Reina,Villarreal,ESP,GK,40.0,5,0,0
Aïssa Mandi,Villarreal,ALG,DF,31.0,9,0,0
José Luis Morales,Villarreal,ESP,"FW,MF",35.0,19,1,0
Johan Mojica,Villarreal,COL,DF,30.0,9,0,0
Jorge Cuenca,Villarreal,ESP,DF,23.0,6,0,0
Manu Trigueros,Villarreal,ESP,"MF,FW",31.0,11,0,0
Manu Morlanes,Villarreal,ESP,MF,24.0,4,0,0
Filip Jörgensen,Villarreal,DEN,GK,20.0,1,0,0
Mamadou Fall,Villarreal,SEN,DF,20.0,1,0,0
Fernando Niño,Villarreal,ESP,MF,22.0,1,0,0
Diego Collado,Villarreal,ESP,FW,22.0,2,0,0
Alberto Del Moral,Villarreal,ESP,MF,22.0,1,0,0
Iker Álvarez,Villarreal,AND,GK,21.0,0,0,0
Carlo,Villarreal,ESP,MF,21.0,0,0,0
Pervis Estupiñán,Villarreal,ECU,DF,25.0,0,0,0
Ramón Terrats,Villarreal,ESP,MF,22.0,0,0,0
Borja Iglesias,Betis,ESP,FW,30.0,19,9,3
Rui Silva,Betis,POR,GK,29.0,17,0,0
William Carvalho,Betis,POR,MF,30.0,18,2,1
Guido Rodríguez,Betis,ARG,MF,28.0,17,0,0
Sergio Canales,Betis,ESP,"MF,FW",31.0,17,2,0
Germán Pezzella,Betis,ARG,DF,31.0,17,0,0
Álex Moreno,Betis,ESP,DF,29.0,15,0,3
Luiz Henrique,Betis,BRA,FW,22.0,18,1,1
Édgar González,Betis,ESP,DF,25.0,15,0,0
Rodrigo,Betis,ESP,"FW,MF",22.0,15,1,0
Youssouf Sabaly,Betis,SEN,DF,29.0,13,0,0
Nabil Fekir,Betis,FRA,MF,29.0,13,2,2
Luiz Felipe,Betis,ITA,DF,25.0,11,0,0
Aitor Ruibal,Betis,ESP,"DF,FW",26.0,17,0,0
Andrés Guardado,Betis,MEX,"MF,FW",36.0,13,0,0
Juanmi,Betis,ESP,FW,29.0,9,3,0
Víctor Ruiz,Betis,ESP,DF,34.0,5,0,0
Juan Miranda,Betis,ESP,DF,23.0,5,0,0
Claudio Bravo,Betis,CHI,GK,39.0,3,0,0
Martín Montoya,Betis,ESP,DF,31.0,3,0,0
Willian José,Betis,BRA,FW,31.0,15,0,0
Paul Akouokou,Betis,CIV,MF,25.0,6,0,0
Abner,Betis,BRA,DF,22.0,3,0,0
Joaquín,Betis,ESP,"MF,FW",41.0,8,0,1
Juan Cruz,Betis,ESP,FW,22.0,5,1,0
Felix Garreta,Betis,ESP,DF,18.0,1,0,0
Roberto González,Betis,ESP,"FW,MF",22.0,2,0,0
Ayoze Pérez,Betis,ESP,FW,29.0,1,0,0
Loren Morón,Betis,ESP,FW,29.0,2,0,0
Fran Delgado,Betis,ESP,DF,21.0,1,0,0
José Alonso Lara,Betis,ESP,MF,22.0,0,0,0
Daniel Martín,Betis,ESP,GK,24.0,0,0,0
Ricardo Visus,Betis,ESP,DF,21.0,0,0,0
Unai Simón,Athletic Club,ESP,GK,25.0,20,0,0
Nico Williams,Athletic Club,ESP,"FW,MF",20.0,20,3,4
Óscar de Marcos,Athletic Club,ESP,DF,33.0,20,0,3
Iñaki Williams,Athletic Club,GHA,FW,28.0,18,5,1
Oihan Sancet,Athletic Club,ESP,MF,22.0,20,7,0
Yeray Álvarez,Athletic Club,ESP,DF,28.0,17,1,1
Mikel Vesga,Athletic Club,ESP,MF,29.0,19,2,2
Álex Berenguer,Athletic Club,ESP,FW,27.0,19,3,1
Daniel Vivian,Athletic Club,ESP,DF,23.0,14,1,0
Iker Muniain,Athletic Club,ESP,MF,30.0,17,0,2
Iñigo Lekue,Athletic Club,ESP,DF,29.0,15,0,1
Yuri Berchiche,Athletic Club,ESP,DF,32.0,12,0,1
Iñigo Martínez,Athletic Club,ESP,DF,31.0,9,0,0
Dani García,Athletic Club,ESP,MF,32.0,12,0,1
Gorka Guruzeta,Athletic Club,ESP,"FW,MF",26.0,13,5,0
Ander Herrera,Athletic Club,ESP,MF,33.0,8,0,1
Raúl García,Athletic Club,ESP,"FW,MF",36.0,19,1,2
Oier Zarraga,Athletic Club,ESP,MF,24.0,14,0,0
Aitor Paredes,Athletic Club,ESP,DF,22.0,5,0,0
Asier Villalibre,Athletic Club,ESP,FW,25.0,5,0,0
Unai Vencedor Paris,Athletic Club,ESP,MF,22.0,6,0,0
Jon Morcillo,Athletic Club,ESP,"FW,MF",24.0,9,0,1
Mikel Balenziaga,Athletic Club,ESP,DF,34.0,1,0,0
Ander Capa,Athletic Club,ESP,"MF,FW",31.0,2,0,0
Malcom Abdulai Ares Djalo,Athletic Club,ESP,FW,21.0,1,0,0
Julen Agirrezabala,Athletic Club,ESP,GK,22.0,0,0,0
Iru,Athletic Club,ESP,GK,24.0,0,0,0
Peru Nolaskoain,Athletic Club,ESP,"DF,MF",24.0,0,0,0
Moi Gómez,Osasuna,ESP,"MF,FW",28.0,20,1,2
Lucas Torró,Osasuna,ESP,MF,28.0,19,0,0
David García,Osasuna,ESP,DF,28.0,18,1,0
Ezequiel Ávila,Osasuna,ARG,"FW,MF",29.0,18,7,2
Unai García,Osasuna,ESP,DF,31.0,16,0,1
Juan Cruz Armada,Osasuna,ESP,DF,30.0,16,0,0
Jon Moncayola,Osasuna,ESP,"MF,FW",24.0,20,0,0
Aimar Oroz,Osasuna,ESP,"MF,FW",21.0,16,3,1
Ante Budimir,Osasuna,CRO,FW,31.0,16,2,0
Aitor Fernández,Osasuna,ESP,GK,31.0,10,0,0
Sergio Herrera,Osasuna,ESP,GK,29.0,10,0,0
Nacho Vidal,Osasuna,ESP,DF,28.0,13,0,0
Manuel Sánchez,Osasuna,ESP,DF,22.0,15,0,1
Abdessamad Ezzalzouli,Osasuna,MAR,"FW,MF",21.0,14,0,2
Rubén Peña,Osasuna,ESP,"DF,MF",31.0,11,0,1
Darko Brašanac,Osasuna,SRB,MF,30.0,18,1,1
Aridane Hernández,Osasuna,EQG,DF,33.0,7,0,0
Rubén García,Osasuna,ESP,"MF,FW",29.0,17,1,2
Diego Moreno,Osasuna,ESP,DF,21.0,5,0,0
Kike Barja,Osasuna,ESP,"FW,MF",25.0,10,1,1
Kike,Osasuna,ESP,FW,33.0,20,2,0
Pablo Ibáñez,Osasuna,ESP,MF,24.0,8,0,0
Roberto Torres,Osasuna,ESP,"FW,MF",33.0,2,0,0
Iker Benito,Osasuna,ESP,FW,20.0,0,0,0
Jorge Herrando,Osasuna,ESP,DF,21.0,0,0,0
Javi Martínez,Osasuna,ESP,MF,23.0,0,0,0
Juan Pérez,Osasuna,ESP,GK,26.0,0,0,0
Dario Ramos,Osasuna,ESP,GK,23.0,0,0,0
Predrag Rajković,Mallorca,SRB,GK,27.0,20,0,0
Antonio Raillo,Mallorca,ESP,DF,31.0,19,1,0
Vedat Muriqi,Mallorca,KVX,FW,28.0,18,8,1
Martin Valjent,Mallorca,SVK,DF,27.0,17,0,0
Jaume Costa,Mallorca,ESP,DF,34.0,17,0,1
Pablo Maffeo,Mallorca,ESP,DF,25.0,18,1,2
Lee Kangin,Mallorca,KOR,"MF,FW",21.0,19,2,3
Copete,Mallorca,ESP,DF,23.0,17,0,0
Iñigo Ruiz de Galarreta,Mallorca,ESP,MF,29.0,16,0,0
Dani Rodríguez,Mallorca,ESP,MF,34.0,19,1,2
Iddrisu Baba,Mallorca,GHA,MF,27.0,16,0,0
Rodrigo Battaglia,Mallorca,ARG,MF,31.0,13,0,0
Antonio Sánchez,Mallorca,ESP,MF,26.0,18,0,0
Clément Grenier,Mallorca,FRA,MF,32.0,14,0,0
Giovanni González,Mallorca,URU,DF,28.0,8,0,2
Matija Nastasić,Mallorca,SRB,DF,29.0,7,0,0
Amath,Mallorca,SEN,"MF,FW",26.0,13,1,0
Braian Cufré,Mallorca,ARG,DF,26.0,5,0,0
Franco Russo,Mallorca,ARG,DF,28.0,3,0,0
Ángel Rodríguez,Mallorca,ESP,"FW,MF",35.0,8,0,0
Abdón Prats,Mallorca,ESP,"FW,MF",30.0,13,1,0
Tino Kadewere,Mallorca,ZIM,"FW,MF",27.0,4,0,0
Lago Junior,Mallorca,CIV,"FW,MF",32.0,5,0,0
Javier Llabrés,Mallorca,ESP,FW,20.0,1,0,0
Josep Antoni Gayá,Mallorca,ESP,DF,22.0,0,0,0
Ludwig Augustinsson,Mallorca,SWE,"DF,MF",28.0,0,0,0
Dominik Greif,Mallorca,SVK,GK,25.0,0,0,0
Dennis Hadzikadunic,Mallorca,BIH,DF,24.0,0,0,0
Pere Joan,Mallorca,ESP,GK,20.0,0,0,0
Miguel Llabrés,Mallorca,ESP,MF,23.0,0,0,0
Manu Morlanes,Mallorca,ESP,MF,24.0,0,0,0
Leonardo Román,Mallorca,ESP,GK,22.0,0,0,0
Aleix García,Girona,ESP,MF,25.0,20,0,4
Santiago Bueno,Girona,URU,DF,24.0,19,0,1
Valentín Castellanos,Girona,ARG,FW,24.0,19,4,0
Miguel Gutiérrez,Girona,ESP,DF,21.0,19,0,2
Oriol Romeu,Girona,ESP,MF,31.0,16,1,0
Arnau Martinez,Girona,ESP,DF,19.0,16,2,1
Rodrigo Riquelme,Girona,ESP,"MF,FW",22.0,19,3,1
David López,Girona,ESP,DF,33.0,11,2,1
Juan Carlos,Girona,ESP,GK,35.0,10,0,0
Paulo Gazzaniga,Girona,ARG,GK,31.0,10,0,0
Yangel Herrera,Girona,VEN,"MF,FW",25.0,16,2,2
Bernardo Espinosa,Girona,COL,DF,33.0,12,0,1
Juanpe,Girona,ESP,DF,31.0,9,0,0
Yan Couto,Girona,BRA,"DF,MF",20.0,14,0,1
